,user,name,rating,main_category,sub_category
39,user0,Mochi Women's 31-8611 Fashion Sandals,5,women's shoes,Fashion Sandals
40,user0,BATA Women's Deva Thong E Heeled Sandal,4,women's shoes,Fashion Sandals
41,user0,Zeenat Fashion Women and Girls Cassual Formals Block Heel Sandals,5,women's shoes,Fashion Sandals
42,user0,Sparx Women's Sf0084l Flip Flops,5,women's shoes,Shoes
43,user0,"DOCTOR EXTRA SOFT Memory Foam Women's Shoes for Walking Gym Training,Casual, Sports,Slip-On,Lightweight Lace Up Athletics ...",4,women's shoes,Shoes
44,user0,HimQuen Girl's Trendy Wedges Sandal For Women/Girl's High Heel Wedges Sandal For Women Sandal Criss Cross Strap Wedges San...,5,women's shoes,Shoes
45,user0,XE Looks Doctor Sole Comfortable Wedges for Women 2.5 Inch Heel -UK,4,women's shoes,Fashion Sandals
46,user0,Bella Toes Women Blue Wedges Platform Heel Sandals-Gola-01,5,women's shoes,Shoes
47,user0,BATA Women Deva Thong Slippers,5,women's shoes,Shoes
48,user0,Skechers womens SKECH-AIR DYNAMIGHT-TOP PRIZE NAVY/CORAL Sneakers - 5 UK (149340-NVCL),5,women's shoes,Shoes
49,user0,Nike womens W Victori One Shwer Slide Slide Sandal,5,women's shoes,Fashion Sandals
50,user0,"Sugar Cosmetics Kohl Of Honour Intense Kajal, Matte Finish - 04 True Blue (Blue Kajal) - Ultra Creamy Texture, Smudge Proo...",2,beauty & health,Beauty & Grooming
51,user0,"Aroma® NB119 Badshah Bluetooth Wireless In Ear Neckband with Long Lasting Playtime 60 Hrs, Smart Voice Asst, IPX4 Rated, B...",1,"tv, audio & cameras",Headphones
52,user0,"Whirlpool 7.5 kg Fully-Automatic Top Loading Washing Machine (360° BLOOMWASH PRO Heater 7.5, Graphite, In-built Heater)",1,appliances,Washing Machines
53,user0,Mammon women's evening clutch,1,accessories,Bags & Luggage
54,user0,QUICK SILVER Stainless Steel Bathroom Shelf/Kitchen Shelf/Bathroom Rack (Chrome Finish),1,home & kitchen,Furniture
55,user0,Leonardi Portable 10 ml Sanitizer Spray Bottle (Set of 3) - Sanitizer Spray Pen,1,appliances,Kitchen & Home Appliances
56,user0,Bajaj Bahar 225 mm Exhaust Fan (Metallic Grey),1,appliances,Heating & Cooling Appliances
57,user0,"One Plus Latest USB 3.0 to Type-C OTG Cable Male-Female Adapter Mouse, Pendrive Connector Compatible with All C Type Suppo...",1,"tv, audio & cameras",All Electronics
58,user0,"Jinxer Regular Fit Plain Cotton Lowers, Sports Trouser, Night Pant, Joggers, Daily Use Gym Wear Track Pant for Men, M to 5XL",2,stores,Men's Fashion
59,user0,AO Smith HeatBot-SZS-015 - SILVER Storage 15 Litre Vertical Water Heater (Geyser) Silver - 4 Star,1,appliances,Heating & Cooling Appliances
60,user0,FURO (by Red Chief Men Running Shoes,1,men's shoes,Sports Shoes
61,user0,Uri and MacKenzie Mens Casual Cotton Blend kurta Pajama set for men,1,stores,Men's Fashion
62,user0,Envias Leatherette Handbags For Women's Ladies (ChainStrap_Camel_EVS-114),2,stores,Women's Fashion
63,user0,SHAFNUFAB® Women's Georgette Semi Stitched Anarkali Salwar Suit (Anarkali-Gown-Salwar-Suit-SF-7ver Yellow Free Size),2,women's clothing,Clothing
64,user0,Weavers Villa Women's Cotton Silk Multicolor Dupatta (2.25 Mtrs),2,women's clothing,Clothing
65,user0,Zhiyun 3 Axis Camera stabilizer - weebill s CR110 Camera Stand,2,"tv, audio & cameras",Camera Accessories
66,user0,Bacca Bucci Men's Genuine Leather Belt,2,stores,Men's Fashion
67,user0,OM SAI LATEST CREATION Slub Rayon Fully Stitched Anarkali Foil Print Kurti for Women & Girls on Jeans Palazzo or Skirt (Pl...,2,women's clothing,Clothing
68,user0,NITE FLITE Women 100% Cotton Women Shorts (Pack of 3) (S),2,women's clothing,Western Wear
69,user0,Aaradhya Fashion Fashion Analogue Women's Watch(Off-White And Black Dial & Off-White And Black Dial Colored Strap)-AF-WW-C...,2,stores,Women's Fashion
70,user0,EXOTIC Womens Crossbody bag,2,accessories,Handbags & Clutches
71,user0,"ACME Men's Ketone Leather Safety Shoes Black (Size - 8, ACME008_42)",1,stores,Men's Fashion
72,user0,Kuchipoo Boy's Fleece Hooded Hoodie (Pack of 2),1,sports & fitness,Yoga
73,user0,PALOMI Full Sleeves Sheered Thumbcut Cotton Hoisery Gymwear Zipper Jacket for Girls and Women,2,women's clothing,Clothing
74,user0,"Veneer Men's 15.6 Inch Waterproof Synthetic Leather Computer Laptop Messenger Bag Briefcase Satchel Shoulder Bag (Tan, Large)",1,accessories,Handbags & Clutches
75,user0,Eveready Ultima Alkaline AAA Battery - 4 Pcs,2,"tv, audio & cameras",All Electronics
76,user0,Paralians Party Flute Sleeves Embroidered Women Crop Top,2,women's clothing,Western Wear
77,user0,"Mistazzo Unicorn Embossed Hardtop EVA Material Pencil Case, Large Pen Holder Box with Multi-Compartment, Cosmetic Pouch Ba...",1,accessories,Bags & Luggage
78,user0,"Shubhanjali Amethyst Palm Stones for Anxiety, Amethyst Soap for Meditation Natural Crystal Amethyst Oval Shape Palmstone f...",2,accessories,Jewellery
79,user0,"Speedo 8073598029 Blend Skoogle Goggles, Blue/Green, 2-6 yrs",1,sports & fitness,"All Sports, Fitness & Outdoors"
80,user0,"Eltron Turbo ELT9FHFHGF52 1 Month Warranty Original DC Power Mini Driving Fog Light Universal For All Motorcycle, Bikes, S...",1,car & motorbike,All Car & Motorbike Products
81,user0,"ST SAPROSE ® Polypropylene Round Trivet (3 PCS Set, Size: 23 cm) Pot MAT, Side Table Mat, Machine Washable Small Place Mat...",2,home & kitchen,Home Furnishing
82,user0,Dhe Best Bike Engine Bash Plate Bike Sump Guard Black R Logo Compatible with Roal Enfield Meteor 350,1,car & motorbike,Car Parts
83,user0,Superman Kids Boys Strong Blue Inj. Color Half Sleeve T-Shirt,1,kids' fashion,Kids' Fashion
84,user0,"AMPEREUS Top Load Washing Machine Cover Compatible for Samsung Back Panel 6 Kg, 6.5 Kg, 7.0 Kg, 7.5 Kg (55cms X 55cms X 97...",1,appliances,All Appliances
85,user0,"TECH8 USA, Undetectable USB Mouse Jiggler, Works in Background, Keeps Teams, Skype, Lync and PC Active, No Software, Plug-...",1,"tv, audio & cameras",All Electronics
86,user0,GMR Men Cotton Broad Shoulder White Vest Sleeveless Pack of 5,2,men's clothing,Innerwear
87,user0,NEOHOOK HOT-L-Type Quick Release Camera Vertical Plate Dual Camera Bracket Plate Universal SLR Stabilizer,2,"tv, audio & cameras",Cameras
88,user0,"FLYNGO Reusable Ziplock Vacuum Storage Space Saver Bags for Clothes with Travel Hand Pump - Pack of 5, polypropylene (2S (...",2,home & kitchen,All Home & Kitchen
89,user0,Aisna Women's Shoulder Bag,1,accessories,Handbags & Clutches
90,user0,Bajaj DX 7 NEO Dry Iron (White/Levender) 1000 Watt,1,appliances,All Appliances
91,user0,Oboe Silicone Protective Full Wrap Case Compatible with Redmi 4k Ultra 43 inch/Xiaomi OLED Series 55 inch/Xiaomi 5A Series...,1,"tv, audio & cameras",Home Entertainment Systems
92,user0,Nike Mens Air Zoom Pegasus 38 Running Shoe,1,stores,Men's Fashion
93,user0,3G Polycarbonate Hard 9 inch suitcase(Smart china yellow Set SMT 1_Sky Blue),2,bags & luggage,Suitcases & Trolley Bags
94,user0,IFB 20 litre Convection Microwave Oven (Black),1,appliances,All Appliances
95,user0,JIL X Women's Cotton Panty Brief/Hipster Combo (Pack of 5),2,women's clothing,Lingerie & Nightwear
96,user0,"Femora Indian Ceramic Fine Bone China Floral Gold Line Tea Cup - 6 Pcs, 155 ML",1,home & kitchen,Kitchen & Dining
97,user0,BLUTECH Canvas Red Waterproof School Bag & College LAPTOPfor Boys+ Free led,2,accessories,Bags & Luggage
98,user0,Feroc Cricket Bat FRC-333 Black Hard Plastic Full Size Bat PVC/Plastic,1,sports & fitness,Cricket
99,user0,"Eufy by Anker, RoboVac G30 Hybrid, 2-in-1 Robot Vacuum, Mop and Sweep with Smart Dynamic Navigation 2.0, 2000Pa Suction, W...",2,appliances,All Appliances
100,user0,"Just Herbs Retractable 2 in 1 Herbal Eyeliner + Kajal with Almond Oil & Vitamin E, 11 Hour Stay, Singlestroke, Smudgeproof...",4,beauty & health,Beauty & Grooming
101,user0,GoSriKi Women's Cotton Blend Kurta with Palazzo & Dupatta,5,women's clothing,Clothing
102,user0,"SHREGO Peanut Plus Roasted Peanut Salted 360G, Snack and Namkeen (2X180G Vacuum Packed)",3,toys & baby products,Toys & Games
103,user0,"BY4U Laptop Tabletop Stand for Desk, Portable Stand, Adjustable Height, Foldable, Non-Slip Aluminum MacBook Computer Stan...",4,"tv, audio & cameras",All Electronics
104,user0,"Apple Watch SE (GPS + Cellular, 44mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",3,"tv, audio & cameras",All Electronics
105,user0,"VEGA Smooth Curl 19 mm Barrel Hair Curler With Adjustable Temperature & Ceramic Coated Plates, (VHCH-03)",5,beauty & health,Beauty & Grooming
106,user0,"PUTHAK Combo Pack of 3 Stylish Dial Watch, Stylish Sport Baseball Cap & Stylish Aviator Wayfarer Sunglass for Men's and Bo...",2,stores,Men's Fashion
107,user0,SATYAMANI Money Switch Word & Zibu Symbol of Prosperity Natural Stone Green Jade Switchwords Cabochon Oval Shape Gemstone ...,1,stores,Men's Fashion
108,user0,Full Length Long Women's Ethnic Gown Free Size (Semi Stitched),1,women's clothing,Clothing
109,user0,GoSriKi Women Kurta with Pant & Dupatta,1,women's clothing,Clothing
110,user0,FEMIMODE Rayon Feeding Kurti for Women/Maternity Kurti for Women/Feeding Kurti for Women Combo Pack of 2 Pieces,1,women's clothing,Clothing
111,user1,Skechers-GO Walk 6 - Bold Knight,5,men's shoes,Sports Shoes
112,user1,Big Boon Men's Ethnic Shoes Set of 1 Pair,5,men's shoes,Formal Shoes
113,user1,Red Chief Men's Rust Leather Trekking and Hiking Footwear Shoes - 7 UK (RC2020 022),4,men's shoes,Sports Shoes
114,user1,SeeandWear Leather Lace up Formal Shoes for Men,5,men's shoes,Formal Shoes
115,user1,"FRONTASTIC Men's Grey Walking, Gym Comfortable Casual Symbol Men's Sport Shoes - 2081",5,men's shoes,Sports Shoes
116,user1,Puma Mens Softride Vital Strap Running Shoe,4,men's shoes,Sports Shoes
117,user1,Skechers Mens Ingram- Marner Sneakers,4,men's shoes,Casual Shoes
118,user1,Centrino Men Formal Shoes,4,men's shoes,Formal Shoes
119,user1,Stylelure Leather Black Formal Shoes for Men,4,men's shoes,Formal Shoes
120,user1,Brighto SHOES Men's,5,men's shoes,Casual Shoes
121,user1,Puma Unisex-Adult Style Rider Cyborg Sneaker,5,men's shoes,Casual Shoes
122,user1,Skechers Sport Men's Energy Afterburn Lace-Up Sneaker White/Navy 13 D(M) US,4,men's shoes,Casual Shoes
123,user1,BATA Men's I Brush Formal Shoes,5,men's shoes,Formal Shoes
124,user1,Liberty Mens 6063005100 First Walker Shoe,4,men's shoes,Sports Shoes
125,user1,Adidas Mens Adi-pace M Running Shoe,5,men's shoes,Sports Shoes
126,user1,Nike Men's Air Max 2021 Sneaker,4,men's shoes,Casual Shoes
127,user1,"FORSSIL Present Velvet Designer, Comfortable and Amazingly Stylish Loafer and Formal Shoe Specially Design for Men and Boys",4,men's shoes,Casual Shoes
128,user1,"TruTuff Waterproof Men Safety Shoes Light Weight, Anti Smash Steel Toe, Puncture Resistant",5,men's shoes,Sports Shoes
129,user1,Lee Cooper Mens Lc1473er Oxford,5,men's shoes,Formal Shoes
130,user1,BATA Men's Leo Black Formal Shoes - 7 UK/India (41 EU)(8216666),4,men's shoes,Formal Shoes
131,user1,"Tior Men's Running, Cycling, Cricket Shoes",4,men's shoes,Sports Shoes
132,user1,Carlton London mens Blk Clogs Clog,4,men's shoes,Casual Shoes
133,user1,Puma Men Rick Point NU IDP Sneakers,5,men's shoes,Casual Shoes
134,user1,Woodland Mens OGC 3608119 Sneaker,4,men's shoes,Casual Shoes
135,user1,KNOOS Men Synthetic Leather Loafers,4,men's shoes,Casual Shoes
136,user1,Bacca Bucci® New York Men's Military Genuine Leather Motorcycle Combat Boots for Men,5,men's shoes,Casual Shoes
137,user1,Skechers Mens Go Flex 2 - Completion Walking Shoe,5,men's shoes,Sports Shoes
138,user1,KNOOS Men's Synthetic Leather Casual Shoes and Boots,5,men's shoes,Casual Shoes
139,user1,Puma Mens Keen Idp Closed Shoe,5,men's shoes,Sports Shoes
140,user1,Puma Mens Movemax V2 Sneaker,5,men's shoes,Casual Shoes
141,user1,Centrino Mens 8620 Formal,4,men's shoes,Formal Shoes
142,user1,Bourge Men's Loire-z15 Running Shoes,5,men's shoes,Sports Shoes
143,user1,Puma Men FST Runner v2 IDP Sneakers,4,men's shoes,Casual Shoes
144,user1,Allen Cooper Genuine Premium Leather Luxury Business Formals Shoes for Men,5,men's shoes,Casual Shoes
145,user1,Red Tape Men's Sneakers,5,men's shoes,Casual Shoes
146,user1,FAUSTO Men's Slip On Loafers for Day Long Comfort|Outfit|Daily|Evening|Outdoor|Casual|Fashion|Trending|Lightweight with TP...,4,men's shoes,Casual Shoes
147,user1,Adidas Mens Lite Racer CLN 2.0 Running Shoes,5,men's shoes,Casual Shoes
148,user1,Amazon Brand - Symbol Men's PU Sneakers,5,men's shoes,Casual Shoes
149,user1,Cotrell Edge Brown Oily,4,men's shoes,Formal Shoes
150,user1,"TIDEWE Bootfoot Chest Wader, 2-Ply Nylon/PVC Waterproof Fishing & Hunting Waders with Boot Hanger for Men and Women Green ...",4,men's shoes,Casual Shoes
151,user1,ZUMEIJIA Men's Diabetic Elderly Shoes Large Size Plus Fertilizer Widening Velcro Shoes Adjustable Foot Swelling Shoes Non-...,4,men's shoes,Sports Shoes
152,user1,crocs Unisex Adult Bayaband Clog,5,men's shoes,Casual Shoes
153,user1,Red Chief Leather with Lace Casual Ankle Shoes for Men RC4444 Classic Boots,5,men's shoes,Casual Shoes
154,user1,Red Tape Men's Sneakers,4,men's shoes,Casual Shoes
155,user1,Clarks Tilden Free Dark Tan Lea,4,men's shoes,Formal Shoes
156,user1,ALBERTO TORRESI Men's Leather Boots,4,men's shoes,Casual Shoes
157,user1,PeniLo Men's Clogs Clogs,4,men's shoes,Casual Shoes
158,user1,Campus Men's CREAT Running Shoes,4,men's shoes,Sports Shoes
159,user1,Puma Men's Trackracer 2.0 Idp Sneaker,5,men's shoes,Casual Shoes
160,user1,Reebok Mens Epsilon Shoes,4,men's shoes,Sports Shoes
161,user1,"Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel, ISI Approved), Multicolor",2,appliances,All Appliances
162,user1,Jockey Men's Regular Fit Crew Neck T-Shirt,2,stores,Men's Fashion
163,user1,Amazon Brand - Symbol Unisex Anti-Microbial Reusable 5 Layer Face Mask,1,accessories,Bags & Luggage
164,user1,EUME Crystal 22 Liters 1 Large Compartment Laptop Backpacks Fit Up to 14-inch Laptop Anti-Theft Zipper Polyester Fabric Co...,1,accessories,Bags & Luggage
165,user1,Kuber Industries Women's Handkerchief Set (Cream),2,accessories,Handbags & Clutches
166,user1,EAGLE CREST Nova Vintage Green RFID Blocking Leather Wallet for Men,2,accessories,Bags & Luggage
167,user1,"KZ ZS10 Pro in Ear Monitor Earphone,5 Driver Hybrid Dynamic Driver Balanced Armature Earbuds Newest Stereo Sound Comfortab...",2,"tv, audio & cameras",Headphones
168,user1,Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV KD-32W820K (Black) (2022 Model) | with Alexa Compatibility,2,"tv, audio & cameras",Home Entertainment Systems
169,user1,"Samsung 1 Ton 3 Star Fixed Speed Split AC (Copper, AR12RG3BAWK, 2022 Model, White)",1,appliances,Heating & Cooling Appliances
170,user1,Yellow Chimes Earrings for Men and Boys Stainless Steel Huggie Hoop Earrings for Men | Accessoriess Jewellery for Men | Bi...,2,stores,Men's Fashion
171,user1,CARPRIE 5.5mm/7mm Waterproof Mini Endoscope USB Wire Snake Tube Inspection Borescope Compatible with Android Smartphone PC,1,"tv, audio & cameras",Cameras
172,user1,"KIMAYRA Women's Printed Pure Cotton Anarkali Kurta, Fully Flared Beautiful Multicolor Printed Anarkali Kurti for Women/Girls",2,women's clothing,Ethnic Wear
173,user1,Bosch BI241 Metal 4-inch Grinding Wheel Set (Pack of 5),1,industrial supplies,Industrial & Scientific Supplies
174,user1,"Generic 1/4"" to 1/4"" Convert Screw Adapter for Tripod and Head",1,"tv, audio & cameras",Cameras
175,user1,Harpa V-Neck Printed Dresses,2,women's clothing,Clothing
176,user1,SKYBEN Men's T-Shirt,2,men's clothing,T-shirts & Polos
177,user1,Mahi Classic Designer Crystals Dangler Earrings for girls and women (PAER1109546PR),1,accessories,Fashion & Silver Jewellery
178,user1,Bosch EasyAquatak 120 Compact Pressure Washer (Green),2,appliances,Kitchen & Home Appliances
179,user1,LADY WILLINGTON Women's Wool V-Neck Cardigan,2,women's clothing,Western Wear
180,user1,"AmazonBasics Truly Wireless in Ear Earbuds with ENC Quad Mic, IPX5 Water Resistant, Bluetooth 5.3, Up to 28 Hours Playtime...",1,"tv, audio & cameras",All Electronics
181,user1,60 Litres Keep Discovering Light Waterproof Rucksack Trekking Hiking Camping Outdoor Camps Luggage Bags Tour Travel Backpa...,1,sports & fitness,"All Sports, Fitness & Outdoors"
182,user1,"Heart Home Artificial Vine Plant with Plastic Pot (Green, 1 Piece)",1,home & kitchen,Home Décor
183,user1,Skechers Mens Track Sneaker,2,stores,Men's Fashion
184,user1,"Miraan Women Cotton Unstitched Dress Material (Band1819,Grey,Free Size)",2,women's clothing,Ethnic Wear
185,user1,"Vox V7171 Home Theater 7.1 Speaker System (BT, Aux, USB and FM Connectivity)",2,"tv, audio & cameras",Speakers
186,user1,Miraan Women's Cotton Dress Material,1,women's clothing,Clothing
187,user1,Shining Diva Fashion AAA Quality 18k Gold Plated Crystal Earrings For Women & Girls,2,accessories,Fashion & Silver Jewellery
188,user1,KZ ZSN Pro HiFi Auxiliary Wired In Ear Earphone with Mic (Gray),2,"tv, audio & cameras",Headphones
189,user1,Wear Your Opinion Men's Plus Size Stripe Style Polo Collar Neck Half Sleeve T-Shirt,2,men's clothing,T-shirts & Polos
190,user1,ANGRAKHA APPAREL Women's Rayon Printed Straight Kurta and Skirt Set for Women & Girls,1,women's clothing,Clothing
191,user1,Royster Callus Royster Callus Maroon Leather Men's Wallet (RCW1019-3),1,stores,Men's Fashion
192,user1,"BRICK HOME Floweret Stretchable/Spandex Printed Sofa Seat Protector, Pack of 2",2,home & kitchen,Home Furnishing
193,user1,NUEVOSPORTA Men's Cotton Digital Printed Full Sleeve Shirt | Latest Stylish Summer Casual Shirt | Spread Collared Men's Shirt,2,women's clothing,Clothing
194,user1,YouBella Jewellery Celebrity Inspired Gold Plated Earrings Combo for Girls and Women,1,accessories,Fashion & Silver Jewellery
195,user1,KAPAVER ® Rugged Armor TPU Back Cover Case for OnePlus 7 Pro - (Black),1,"tv, audio & cameras",All Electronics
196,user1,INSTAPLAY InstaRock Bluetooth Wireless On Ear Headphones with Mic (Black),2,"tv, audio & cameras",Headphones
197,user1,anubhutee Women Yellow Ethnic Motifs Printed Sequinned Kurta with Trousers,1,women's clothing,Ethnic Wear
198,user1,"FITINC High Waist Gym, Running, Yogawear, Stretchable Capri for Women with Two Side Pockets",2,women's clothing,Western Wear
199,user1,"FEDUS USB 2.0 High Speed Printer Cable Scanner Cable A Male to B Male for HP, Canon, 1.5M Color as per Availability (Blue)",1,"tv, audio & cameras",Home Entertainment Systems
200,user1,"FriendZon 9H Nano Speedometer Screen Protector Scratch Guard Compatible with Bajaj Pulsar 125, 150, 180F, 220F",1,"tv, audio & cameras",All Electronics
201,user1,Yellow Chimes,1,stores,Men's Fashion
202,user1,"Prestige Delight 650 Watts Electric Rice Cooker, with Detachable Power Cord, PRCK 1.8 L, White, Small",1,appliances,All Appliances
203,user1,"Purenso Select - 99.99% Isopropyl Alcohol (Rubbing Alcohol), 400g I Home and Glass Tiles Metal and Surface Cleaning Stain ...",2,beauty & health,Household Supplies
204,user1,N2S NEXT2SKIN Women's Low Ankle Length Sneaker Cotton Thumb Socks (Pack of 3) (Assorted),2,sports & fitness,Cycling
205,user1,7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,1,"tv, audio & cameras",All Electronics
206,user1,Boldfit Gym Supporter for Men Sports Underwear for Men for Workout in Gym Stretchable Cotton Supporter for Gym Workout for...,1,men's clothing,Innerwear
207,user1,Impression Men's and Women's Black Leather Braided Multi-Layer Bracelet with Double Magnetic-Clasp Wrap Stainless Steel Br...,1,stores,Men's Fashion
208,user1,Puma Men's TSUGI Netfit Sneakers,2,men's shoes,Casual Shoes
209,user1,"Aroma® Studio 34 Energy 10W Bluetooth Speaker Hi-fi Stereo Sound Surround Upto108 Hours Playback, Best for Mobile, Laptop/...",2,"tv, audio & cameras",Speakers
210,user1,Suruthi Women's Adjustable Camisole Combo (Pack of 3),2,women's clothing,Clothing
211,user1,"Just Herbs Retractable 2 in 1 Herbal Eyeliner + Kajal with Almond Oil & Vitamin E, 11 Hour Stay, Singlestroke, Smudgeproof...",5,beauty & health,Beauty & Grooming
212,user1,GoSriKi Women's Cotton Blend Kurta with Palazzo & Dupatta,3,women's clothing,Clothing
213,user1,"SHREGO Peanut Plus Roasted Peanut Salted 360G, Snack and Namkeen (2X180G Vacuum Packed)",4,toys & baby products,Toys & Games
214,user1,"BY4U Laptop Tabletop Stand for Desk, Portable Stand, Adjustable Height, Foldable, Non-Slip Aluminum MacBook Computer Stan...",3,"tv, audio & cameras",All Electronics
215,user1,"Apple Watch SE (GPS + Cellular, 44mm) - Space Grey Aluminium Case with Midnight Sport Band - Regular",5,"tv, audio & cameras",All Electronics
216,user1,"VEGA Smooth Curl 19 mm Barrel Hair Curler With Adjustable Temperature & Ceramic Coated Plates, (VHCH-03)",4,beauty & health,Beauty & Grooming
217,user1,SKYTRENDS Happy Holi Printed Round Neck Tshirt Unisex Pack of 1 Holi-18,2,stores,Men's Fashion
218,user1,"PUTHAK Combo Pack of 3 Stylish Dial Watch, Stylish Sport Baseball Cap & Stylish Aviator Wayfarer Sunglass for Men's and Bo...",1,stores,Men's Fashion
219,user1,pluss Women Casual Dress,2,women's clothing,Western Wear
220,user1,Full Length Long Women's Ethnic Gown Free Size (Semi Stitched),2,women's clothing,Clothing
221,user1,FEMIMODE Rayon Feeding Kurti for Women/Maternity Kurti for Women/Feeding Kurti for Women Combo Pack of 2 Pieces,2,women's clothing,Clothing
222,user2,Prolific Men's Loafer,5,stores,Men's Fashion
223,user2,Spykar Men's Super Skinny Fit Jeans,5,stores,Men's Fashion
224,user2,Dervin Kabir Singh Inspired Lightweight Sunglasses for Men & Women,5,stores,Men's Fashion
225,user2,EXOTIC Women Sling Bag,4,stores,Women's Fashion
226,user2,MEENAZ Latest Hair Jewelry Traditional Gold Pearl Stylish Chain Mathapatti Combo Maang Tikka Jewellery Set for Women Girls...,4,stores,Amazon Fashion
227,user2,Puma mens Corode Running Shoe,4,stores,Sportswear
228,user2,Wildcraft TRaVLX Terrano Men's Sandal,5,stores,Men's Fashion
229,user2,Urban alfami Men's Vegan Leather Belt for Men | RSTX-01L,4,stores,Men's Fashion
230,user2,Puma Unisex-Adult Nrgy Comet Running Shoes,4,stores,Sportswear
231,user2,"AQFIT W9 Quad Bluetooth Calling Smartwatch for Men and Women| 1.69"" Full Touch Screen HD Display & Voice Assistant |SpO2,H...",4,stores,Men's Fashion
232,user2,Campus Men's Artemis Running Shoes,4,stores,Men's Fashion
233,user2,BATA Men's Joy Slipper,4,stores,Men's Fashion
234,user2,Yellow Chimes Rings for Men Stainless Steel Black Ring Square Shaped Crystal Black Steel Ring for Men and Boys.,4,stores,Men's Fashion
235,user2,Fusefit Men's Signature Running Shoes,5,stores,Sportswear
236,user2,JIM HALO Polarized Shield Sunglasses Oversized Flat Top Square Glasses for Men,4,stores,Men's Fashion
